review_id,text,text_clean,rating,review_date,sentiment,issues
7b69105a-d80d-4cd6-8104-4e4051e0aa99,Tingkatkan 👍,tingkatkan 👍,5,2026-04-14,positive,[]
457facbd-18b1-4e78-8638-21b64d9564f0,sangat baik,sangat baik,5,2026-04-14,positive,[]
4b1f1e1d-06b8-481f-9054-a3d3366e5e74,"setelah install ukuran aplikasi terlalu besar hampir 600 MB, bikin storage cepet penuh hape jadi ngelag","setelah install ukuran aplikasi terlalu besar hampir 600 mb, bikin storage cepet penuh hape jadi ngelag",2,2026-04-14,negative,"['ukuran aplikasi terlalu besar (hampir 600 MB)', 'storage cepat penuh', 'hp menjadi ngelag']"
71e00f69-8792-4475-bf91-438555ea217c,"setiap saya transaksi menggunakan qris, selalu gagal, dengan ada tulisan transaksi sudah limit padahal saya belum melakukan transaksi apapun pada hari itu, dan ini selalu setiap saya menggunakan qris","setiap saya transaksi menggunakan qris, selalu gagal, dengan ada tulisan transaksi sudah limit padahal saya belum melakukan transaksi apapun pada hari itu, dan ini selalu setiap saya menggunakan qris",1,2026-04-14,negative,"['transaksi QRIS selalu gagal', 'muncul tulisan transaksi sudah limit padahal belum transaksi']"
876dfed0-968b-43ab-89a9-f2541fcc4088,"gimana sih dibuat bayar ukt kuliah gabisa, padahal udh disisain pas pembuatan rekening katanya harus nyisain saldo di rekening 43rb pas dibuat bayar malah gabisa padahal udh nyisa 50rb","gimana sih dibuat bayar ukt kuliah gabisa, padahal udh disisain pas pembuatan rekening katanya harus nyisain saldo di rekening 43rb pas dibuat bayar malah gabisa padahal udh nyisa 50rb",1,2026-04-14,negative,"['pembayaran UKT kuliah tidak bisa', 'saldo yang disisakan tidak sesuai dengan ketentuan pembayaran']"
a2ecb70d-f8f8-47b0-b956-ba8a8b440c97,"lebih enak BNI mobile bannking,wonder gk lengkap,gk ada forex index nya,suka gak stabil juga,kadang tf udah terpotong,tapi dilayar masih proses","lebih enak bni mobile bannking,wonder gk lengkap,gk ada forex index nya,suka gak stabil juga,kadang tf udah terpotong,tapi dilayar masih proses",2,2026-04-14,negative,"['fitur tidak lengkap (tidak ada forex index)', 'aplikasi tidak stabil', 'transfer terpotong tapi status di layar masih proses']"
888d9692-5d64-4b1a-b423-975dbf66af24,hei heiiii ini gimana ceritanya riwayat transaksinya ga muncul???,hei heiiii ini gimana ceritanya riwayat transaksinya ga muncul???,1,2026-04-14,negative,['riwayat transaksi tidak muncul']
6ed7155f-45a7-46fa-82e5-bbb98310c5bf,mudah mengunakan nya,mudah mengunakan nya,5,2026-04-14,positive,[]
20914585-c7bd-4feb-819f-02d9934b5ace,kenapa kok setiap saya transfer ke bank lain gak bisa...,kenapa kok setiap saya transfer ke bank lain gak bisa...,4,2026-04-14,negative,['transfer ke bank lain tidak berhasil']
8d0ef2cc-7154-4fca-b032-24800a5374cc,bosokk raiso nge tf,bosokk raiso nge tf,1,2026-04-14,negative,['gagal melakukan transfer']
65d75f38-757e-45bd-bc36-4ba486632a40,abis update malah susah dipake mau buka aplikasi aja nunggunya lama banget,abis update malah susah dipake mau buka aplikasi aja nunggunya lama banget,1,2026-04-14,negative,"['aplikasi sulit digunakan setelah update', 'waktu tunggu lama saat membuka aplikasi']"
94eeb848-3881-4865-9442-fedb9ef1e0a1,mntap,mntap,5,2026-04-14,positive,[]
0565aaf1-8c58-4aac-8640-8e34afab4c68,bagus bngt,bagus bngt,3,2026-04-14,positive,[]
68e0b35c-d008-40f1-aec5-958f88e5c3b6,super,super,5,2026-04-14,positive,[]
ea3a4bcb-e149-406a-a148-fba362c42951,"berkali kali verifikasi muka masa gagal,sehari cumang 3x doang masa pake muka sendiri selalu gagal,harus pake muka siapa jadinya,payah ini system !!!! 👎👎👎","berkali kali verifikasi muka masa gagal,sehari cumang 3x doang masa pake muka sendiri selalu gagal,harus pake muka siapa jadinya,payah ini system !!!! 👎👎👎",1,2026-04-14,negative,"['verifikasi wajah sering gagal', 'sistem verifikasi wajah tidak efektif']"
0fc8ae3a-407a-4511-8391-6b69d11c1ea3,pengajuan KUR harusnya ada di sini biar lebih mudah kitanya kalau mau pinjam,pengajuan kur harusnya ada di sini biar lebih mudah kitanya kalau mau pinjam,5,2026-04-14,neutral,['fitur pengajuan KUR tidak tersedia di aplikasi']
1063768c-e11c-4b2b-8148-fed6eae35516,sangat membantu sekali,sangat membantu sekali,5,2026-04-14,positive,[]
22b8320a-2e40-430a-865b-4028f5110702,lumayan,lumayan,4,2026-04-14,neutral,[]
fe013781-2dcf-4d05-bcd2-b818641278b8,mantap,mantap,5,2026-04-14,positive,[]
91120d69-0829-439b-97ad-729d47fe50e7,transaksi gagal tapi saldo terpotong gimana tu admin,transaksi gagal tapi saldo terpotong gimana tu admin,1,2026-04-14,negative,"['transaksi gagal', 'saldo terpotong']"
64147f3b-7cc5-408f-a734-aa00675a45e9,wortel pelayanan hen Hau.....sangat baik jarang gaguan tingkatkan terus pelayanan terbaik untuk nasabah,wortel pelayanan hen hau.....sangat baik jarang gaguan tingkatkan terus pelayanan terbaik untuk nasabah,5,2026-04-14,positive,[]
bbe74f0b-9c05-44a5-b7f1-578a579ecff0,sipp mantab,sipp mantab,5,2026-04-14,positive,[]
1e9494b1-f1d1-4c36-a8a9-02b389f11d9b,jos,jos,5,2026-04-14,positive,[]
ba2dabca-b748-4e79-b250-6776fc88b923,memudahkan segalanya.... terimaksih,memudahkan segalanya.... terimaksih,5,2026-04-14,positive,[]
46858470-7bdf-4536-875a-f8c00961c1cd,sangat bagus,sangat bagus,5,2026-04-14,positive,[]
974d879d-58d8-4035-9b3b-19bf3a5ff922,ok,ok,5,2026-04-14,neutral,[]
2e9edc8d-9dfc-4947-95ec-c6a01e439cc1,mantaaap,mantaaap,5,2026-04-14,positive,[]
4ac89355-ec1b-462b-b6fa-9fa2e4d72e2a,mantap benar,mantap benar,5,2026-04-14,positive,[]
8f328e48-a6cd-44f0-81ce-1e89be9ca1b3,sangat menarik,sangat menarik,5,2026-04-14,positive,[]
8000bb75-a92e-43de-8866-dd04e6565c75,Sangat puas,sangat puas,5,2026-04-14,positive,[]
32d1117c-1f49-4020-b023-7d1fbaf71d4c,hallo min saldo saya terpotong waktu melakukan QRIS tapi masih dalam proses sampai sekarang tidak masuk ke toko tersebut dan juga tidak berhasil tapi dana belum di kembalikan sudah 4 hari saya coba hubungi WhatsApp email tapi tidak ada balasan apapun tolong di bantu🙏,hallo min saldo saya terpotong waktu melakukan qris tapi masih dalam proses sampai sekarang tidak masuk ke toko tersebut dan juga tidak berhasil tapi dana belum di kembalikan sudah 4 hari saya coba hubungi whatsapp email tapi tidak ada balasan apapun tolong di bantu🙏,1,2026-04-14,negative,"['saldo terpotong saat melakukan QRIS', 'transaksi belum berhasil', 'dana belum dikembalikan setelah 4 hari', 'tidak ada balasan dari customer service']"
303845f0-8b95-4d51-85a4-7451d9dc7f58,"sudah 1 Minggu aplikasi tidak bisa di buka , sistem sangat buruk","sudah 1 minggu aplikasi tidak bisa di buka , sistem sangat buruk",1,2026-04-14,negative,"['aplikasi tidak bisa dibuka selama 1 minggu', 'sistem buruk']"
c410a970-0707-47fc-a3c2-91bfee5892b5,kreen,kreen,5,2026-04-14,positive,[]
934885cc-a048-4fe4-b67a-cdb61deecd2a,good job,good job,5,2026-04-14,positive,[]
3a54f235-fb87-40f9-87fb-be09f0ba2af4,"bagus tapi fitur nya belum lengkap ,berharap kedepan nya fitur nya lebih lengkap","bagus tapi fitur nya belum lengkap ,berharap kedepan nya fitur nya lebih lengkap",5,2026-04-14,neutral,['fitur belum lengkap']
c2e24621-a086-484d-b3bc-7d9388b3bced,saya sangat puas menggunakan wondr by BNI,saya sangat puas menggunakan wondr by bni,5,2026-04-14,positive,[]
a03f8a80-269a-49ff-b21c-3ef0081acb59,bagus,bagus,5,2026-04-14,positive,[]
bee96e7c-5bdd-4473-aa84-c88fce820cd9,kok gabisa masuk terus ya,kok gabisa masuk terus ya,1,2026-04-14,negative,['tidak bisa masuk aplikasi']
4aca60c8-4b0e-4072-9652-f868e47870f7,ok,ok,5,2026-04-14,neutral,[]
dc946dcd-b929-41cf-a904-0982621879ab,"mudah penggunaannya, insyaAllah aman","mudah penggunaannya, insyaallah aman",5,2026-04-14,positive,[]
b06918e0-d006-476f-a053-8a404ccf1fad,sangat puas,sangat puas,5,2026-04-14,positive,[]
4f1c9ce3-1fd6-46b1-9678-64dd706a7fb3,josjis,josjis,5,2026-04-14,positive,[]
70af443f-9888-4f56-af81-8dc7b782fab3,Good,good,5,2026-04-14,positive,[]
c7738b36-f564-4b4b-bce3-9b1d13e6ff41,proses transfer mudah dan sangat membantu sekali,proses transfer mudah dan sangat membantu sekali,5,2026-04-14,positive,[]
e96d8592-85e2-4ffa-bea6-6b6257136b75,ok,ok,5,2026-04-14,neutral,[]
0630aa02-0c10-45c8-ad0c-ac3625163914,multycurency tidak bisa tuker mata uang,multycurency tidak bisa tuker mata uang,4,2026-04-14,negative,['fitur multycurency tidak bisa tukar mata uang']
3de1b34d-b01c-4472-aac5-1547b51bc75d,BNI lagi kenapa yah? udah 3 hari mau bikin laporan saja susah banget. ga ada respon di apps BNI mobile. email dan BNI whatsapp??? RESPON DONK halo halo. saya terkendala transaksi tarik tunai di mesin ATM pada hari minggu 12 april 2026.mesin ATM ada keterangan transaksi gagal tapi di riwayat mobile banking saldo sudah terpotong.tolong di respon BNI woy woy haloo halooo!!!!!!!,bni lagi kenapa yah? udah 3 hari mau bikin laporan saja susah banget. ga ada respon di apps bni mobile. email dan bni whatsapp??? respon donk halo halo. saya terkendala transaksi tarik tunai di mesin atm pada hari minggu 12 april 2026.mesin atm ada keterangan transaksi gagal tapi di riwayat mobile banking saldo sudah terpotong.tolong di respon bni woy woy haloo halooo!!!!!!!,1,2026-04-14,negative,"['tidak ada respon di aplikasi BNI Mobile', 'kendala transaksi tarik tunai di mesin ATM', 'saldo terpotong meskipun transaksi gagal', 'sulit membuat laporan selama 3 hari']"
a7dd489d-75b8-4bd9-9614-90ae33dfbd2b,ok,ok,5,2026-04-14,neutral,[]
daa2c256-8ca0-41e2-b033-54952af5dc56,keren,keren,5,2026-04-14,positive,[]
0e21f673-030d-4734-bc47-9eed7c3db3f6,sangat bagus buat transaksi sukses selalu BNI,sangat bagus buat transaksi sukses selalu bni,5,2026-04-14,positive,[]
565f0973-2f92-4737-9b40-b0c3e529c44c,mantab. sangat membantu perintis,mantab. sangat membantu perintis,5,2026-04-14,positive,[]
d13afaa8-7209-4ae8-96d4-2ac88e8876b2,kenapa transaksi gagal saldo terpotong dan tidak bisa kembali,kenapa transaksi gagal saldo terpotong dan tidak bisa kembali,1,2026-04-14,negative,"['transaksi gagal', 'saldo terpotong', 'saldo tidak bisa kembali']"
1a2e547f-f5d3-4ce9-8170-66875a9a8078,nice...,nice...,5,2026-04-14,positive,[]
26e0d537-fa4f-4ef1-a2ae-5d4ec2ef515f,ok,ok,5,2026-04-14,neutral,[]
f412f87b-0829-49d2-a787-7517b35a06f7,terimakasih,terimakasih,5,2026-04-14,positive,[]
c23bab88-862a-4d72-b45e-771750bcf7df,baik bgt,baik bgt,5,2026-04-14,positive,[]
18fa3e58-9530-4af9-864b-884e08ae8e0e,keren,keren,5,2026-04-14,positive,[]
ee9093df-0175-4805-b615-b39ad3270536,baik,baik,5,2026-04-14,positive,[]
09193279-d8bc-40e0-bfd4-0f74ebcbb2e7,memudahkan bisnis👍👍👍👍,memudahkan bisnis👍👍👍👍,5,2026-04-14,positive,[]
bd7cf36c-b582-482c-a2d9-a9ff0a8fef69,sering minta update,sering minta update,3,2026-04-14,negative,['sering minta update']
39cbd44e-5519-4269-8d9e-974258d9d77a,bagus tolong perbaiki lgi penggunaan Qris nya🙏,bagus tolong perbaiki lgi penggunaan qris nya🙏,5,2026-04-14,neutral,['perbaiki penggunaan QRIS']
03cd5db9-7eeb-47ef-bd81-871863d91087,mantap,mantap,5,2026-04-14,positive,[]
6f2a3952-dae7-4848-b3c5-1c656294dda4,canggih buat qris,canggih buat qris,5,2026-04-14,positive,[]
34fa802a-6b27-4315-8579-a84dacbaa46a,"trimakasih wondr by bni lebh simpel praktis dlm pengiriman,sukses sellu","trimakasih wondr by bni lebh simpel praktis dlm pengiriman,sukses sellu",5,2026-04-14,positive,[]
